gene_names,protein_name.x,chr.x,start.x,end.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps,num_effect_snps,adsp_size.y,ukb_size.y,gene_ind,uniprot_id,protein_name.y,chr.y,start.y,end.y
MMP3,Stromelysin-1,11,102706532,102714534,0.75669481698049,0.263507839348632,0.738682439965817,0.915945142408,10454,312640,0.699440798283826,0.913193525021599,0.856790529262529,0.479876504007754,0.245761330099519,0.128739217183628,0.218351671608987,0.00101870779166084,1739,181,10454,312640,788,P08254,Stromelysin-1,11,102706532,102714534
MMP7,Matrilysin,11,102391239,102401484,0.96073158384203,0.752076720315151,0.698711946803351,0.882798731033753,10454,313385,0.295136652203531,0.428873024190676,0.439659095982042,0.0190933642367934,0.0536512069787183,0.549860768669086,0.0542149861922261,0.00041405379341221,1444,70,10454,313385,789,P09237,Matrilysin,11,102391239,102401484
MMP8,Neutrophil collagenase,11,102582526,102597781,0.168016893392571,0.285240497687716,0.435843664534525,0.995514599982508,10454,312409,0.0707373117112294,0.184737284309965,0.737918950478466,0.720422080062887,0.0982314041382139,0.0336428535117837,0.0856534421839286,0.0279968237155254,1521,356,10454,312409,790,P22894,Neutrophil collagenase,11,102582526,102597781
MMP9,Matrix metalloproteinase-9,20,44637547,44645200,0.722294884539251,0.704546154733814,0.919280389808027,0.869537418160829,10454,312703,0.824319796463739,100,100,0.198783246184977,100,100,0.0104800352834668,4.07719841271083e-05,975,16,10454,312703,791,P14780,Matrix metalloproteinase-9,20,44637547,44645200
MOCS2,Molybdopterin synthase catalytic subunit,5,52391509,52405893,0.717849899938915,0.0788367814953007,0.53080950969257,0.939320162973795,10454,318083,0.885430236543924,0.903067843760595,0.668683611309545,0.937266625164056,0.805517242996065,0.51378734166114,0.166349954689461,0.0200770397213112,1420,171,10454,318083,792,O96007,Molybdopterin synthase catalytic subunit,5,52391509,52405893
MOG,Myelin-oligodendrocyte glycoprotein,6,29624758,29640149,0.4371767824565,0.725674155554351,0.72694274679692,0.29672517106302,10454,312360,0.538975108737,0.827795343956504,0.981220183950975,0.870070320048472,0.231394169354959,0.0885517597370024,0.0444101407105129,0.00775901531753834,3201,216,10454,312360,793,Q16653,Myelin-oligodendrocyte glycoprotein,6,29624758,29640149
MPI,Mannose-6-phosphate isomerase,15,75182346,75191798,0.737664012299096,0.847910931009959,0.329127229863805,0.935830160453295,10454,312825,0.209900475068982,0.292656985508517,0.346719199276167,0.652202158420475,0.689577370693684,0.462342730083013,0.0245209109573141,0.000662316660992359,360,87,10454,312825,794,P34949,Mannose-6-phosphate isomerase,15,75182346,75191798
MPO,Myeloperoxidase,17,56347217,56358296,0.0269745399131159,0.988959703308023,0.769122060339728,0.103212815549026,10454,312640,0.449968630658441,0.748018201865721,0.920535555819863,0.524728114724083,0.239910431333202,0.117495993946765,0.0405447033905847,0.00324427495471755,750,177,10454,312640,795,P05164,Myeloperoxidase,17,56347217,56358296
MRC1,Macrophage mannose receptor 1,10,18098352,18200091,0.902095550357888,0.821268150913165,0.779223616193321,0.196479593667998,10454,317378,0.717300884830256,0.923300458174449,0.865909561390496,0.0390229638394856,0.107072441309164,0.647836921640107,0.0567300428025772,5.06164855882851e-05,1223,195,10454,317378,796,P22897,Macrophage mannose receptor 1,10,18098352,18200091
MRI1,Methylthioribose-1-phosphate isomerase,19,13875346,13885096,0.834409620832517,0.84581631263255,0.939665465697614,0.388148685032559,10454,318237,0.0143336672068725,0.0381241487340829,0.463470849954497,0.178973732448511,0.105654221219418,0.101040644749949,0.120627242402889,0.0264877361240057,877,266,10454,318237,797,Q9BV20,Methylthioribose-1-phosphate isomerase,19,13875346,13885096
MSLN,Mesothelin,16,810762,818865,0.933585263289571,0.423235400321009,0.230089022895846,0.288874393382434,10454,312878,0.68782175765997,0.68849861308344,0.444355190422188,0.433127130011935,0.424593093661512,0.294524393973174,0.203913044002472,0.0127032978633342,1095,214,10454,312878,798,Q13421,Mesothelin,16,810762,818865
MSR1,Macrophage scavenger receptor types I and II,8,15965387,16424999,0.185494800190537,0.661779365647954,0.608607892250092,0.762864328119362,10454,312346,0.430155401647513,0.280604209146436,0.165949916030294,0.164837290296699,0.125236382055316,0.135720184068475,0.0655718595978662,0.029996393025485,1703,469,10454,312346,799,P21757,Macrophage scavenger receptor types I and II,8,15965387,16424999
MST1,Hepatocyte growth factor-like protein,3,49721380,49726934,0.230554065260796,0.086771520260064,0.820783683214774,0.793087078122162,10454,317841,0.141403255974791,0.0180566871428761,0.0154388971009839,0.468745179239983,0.4016107845859,0.254284469926258,0.638744060180358,0.189780243486165,588,296,10454,317841,800,P26927,Hepatocyte growth factor-like protein,3,49721380,49726934
MTHFD2,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",2,74425689,74444692,0.910826431935147,0.844770465605589,0.718846840331594,0.74839411374604,10454,317485,0.496297789733987,0.784569006986225,0.880979128247441,0.482623183525301,0.482450229499156,0.325974398154522,0.024663320050259,0.0175244062364602,386,109,10454,317485,801,P13995,"Bifunctional methylenetetrahydrofolate dehydrogenase/cyclohydrolase, mitochondrial",2,74425689,74444692
MTHFSD,Methenyltetrahydrofolate synthase domain-containing protein,16,86563782,86588841,0.585717109490773,0.342118649957203,0.930389681224737,0.803449874782843,10454,317953,0.359084874215917,0.54373218271349,0.538929236243143,0.0406241856523202,0.0812083987195459,0.36231434187466,0.12696065750946,0.00273904850995813,1661,106,10454,317953,802,Q2M296,Methenyltetrahydrofolate synthase domain-containing protein,16,86563782,86588841
MTUS1,Microtubule-associated tumor suppressor 1,8,17501304,17658426,0.451146948536225,0.660215234383365,0.173516945092173,0.899806130027699,10454,317953,0.0953670924959571,100,100,0.359171026685411,100,100,0.0144747932849291,0.00017813831074156,1284,131,10454,317953,803,Q9ULD2,Microtubule-associated tumor suppressor 1,8,17501304,17658426
MUC13,Mucin-13,3,124624289,124672663,0.792040966412888,0.201591256036074,0.383350071531627,0.95709066610702,10454,313518,0.940356167749965,0.815561156296987,0.525985930822167,0.494459044664052,0.65093702797049,0.531314794282916,0.0377536666705087,0.000404766766923681,1381,53,10454,313518,804,Q9H3R2,Mucin-13,3,124624289,124672663
MUC2,Mucin-2,11,1074875,1104419,0.632055098888435,0.226854560085977,0.164282060968617,0.0747737612409644,10454,317421,0.309357185916323,0.399436779394661,0.37049832849009,0.643119870212123,0.862597586928714,0.776042123499507,0.0209165236490658,0.000352684086948401,1120,73,10454,317421,805,Q02817,Mucin-2,11,1074875,1104419
MYOC,Myocilin,1,171604557,171621823,0.0344077132146617,0.118092486408008,0.359559657822086,0.9725900707826,10454,312640,0.98154557868758,0.9223816881634,0.688192016839454,0.118897504803909,0.273716628506749,0.689577338513646,0.0869049920329764,0.00642510579627078,1326,134,10454,312640,806,Q99972,Myocilin,1,171604557,171621823
NAAA,N-acylethanolamine-hydrolyzing acid amidase,4,76831809,76862204,0.798559464274755,0.912667820729127,0.920511694042971,0.474106801567798,10454,313082,0.0965396555887429,0.122055310404116,0.229359898393803,0.996378451975145,0.0227154692357445,0.00593680198037876,0.229674419919775,0.0164111102517906,1056,132,10454,313082,807,Q02083,N-acylethanolamine-hydrolyzing acid amidase,4,76831809,76862204
NADK,NAD kinase,1,1682671,1711896,0.90443284774536,0.752842511362668,0.748809876073535,0.950398413074319,10454,312630,0.760971209854927,100,100,0.830438355150268,100,100,0.0302040010780005,1.13131595433242e-05,578,102,10454,312630,808,O95544,NAD kinase,1,1682671,1711896
NAGK,N-acetyl-D-glucosamine kinase,2,71291474,71306935,0.696180485366595,0.983044787781989,0.632995775211867,0.712785238850866,10454,318298,0.62366709500953,0.552935995870906,0.331188428233173,0.870184410381008,0.586587141732506,0.30778449383006,0.0285321562651527,0.00117914164152694,1517,52,10454,318298,809,Q9UJ70,N-acetyl-D-glucosamine kinase,2,71291474,71306935
NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,16,5074845,5084142,0.0775109247911837,0.636126832782842,0.15327547621089,0.272227149688671,10454,318083,0.212842253684673,0.458353634179584,0.927345346288692,0.805796883611805,0.213692874531939,0.0819406463411944,0.0888121747517198,0.00206041038284801,1275,136,10454,318083,810,Q9UK23,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,16,5074845,5084142
NAP1L4,Nucleosome assembly protein 1-like 4,11,2965667,3013607,0.281646880717492,0.391279462542066,0.0794706634859891,0.241927496898011,10454,317607,0.0200033792515455,0.00676159402349923,0.0323201666751582,0.0801691769617141,0.17818480504589,0.533139728434433,0.0249650820856332,0.000176108029951641,1465,47,10454,317607,811,Q99733,Nucleosome assembly protein 1-like 4,11,2965667,3013607
NAPRT,Nicotinate phosphoribosyltransferase,8,144656955,144660819,0.184788672479817,0.415625114478385,0.36588387864305,0.996114753997687,10454,317485,0.721721612835509,100,100,0.741217694787764,100,100,0.0470850051614493,2.47114234033418e-05,922,129,10454,317485,812,Q6XQN6,Nicotinate phosphoribosyltransferase,8,144656955,144660819
NCAM1,Neural cell adhesion molecule 1,11,112831997,113149158,0.417752358199901,0.61196814354918,0.486486167434427,0.834392606452742,10454,312497,0.957805490565785,0.881524364922571,0.61750192279882,0.821697456739587,0.957009663818522,0.84727084964788,0.100739324617125,0.00327520711470843,1415,186,10454,312497,813,P13591,Neural cell adhesion molecule 1,11,112831997,113149158
NCAM2,Neural cell adhesion molecule 2,21,22370633,22915650,0.860453554158722,0.816888993719887,0.554957931149162,0.521276608720932,10454,312640,0.993995657917747,0.98922694322912,0.883141819871189,0.568775667401967,0.849736341157137,0.975756873138111,0.257131177749155,0.00281603771937617,2427,252,10454,312640,814,O15394,Neural cell adhesion molecule 2,21,22370633,22915650
NCAN,Neurocan core protein,19,19322782,19363042,0.599639066116695,0.573097681597095,0.529861706140713,0.408805811404096,10454,312346,0.47669840959668,0.768529492828991,0.887066128907879,0.231586310491628,0.175593123414725,0.152398418992993,0.0163745429589531,0.000408657989938149,874,35,10454,312346,815,O14594,Neurocan core protein,19,19322782,19363042
NCR1,Natural cytotoxicity triggering receptor 1,19,55417508,55427508,0.850464842929029,0.782513565780639,0.787227198011546,0.0174139215393065,10454,312760,0.487500078343732,0.758779199270271,0.791235779604546,0.321872221334008,0.387368410260714,0.338676574657351,0.0317581746297305,0.000228186033292275,1237,140,10454,312760,816,O76036,Natural cytotoxicity triggering receptor 1,19,55417508,55427508
NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,11,17373273,17398888,0.137118738311911,0.66371063130949,0.953815638539314,0.802034895711902,10454,317541,0.355229544988646,100,100,0.0368348018662185,100,100,0.0728612552652842,1.66807012450956e-05,1036,88,10454,317541,817,Q68D85,Natural cytotoxicity triggering receptor 3 ligand 1,11,17373273,17398888
NECTIN2,Nectin-2,19,45349432,45392485,0.901444988673571,0.0035250721178412,0.00761363149978239,0.680216335477095,10454,312686,0.00621519248283907,100,100,9.21119386892255e-07,100,100,0.0187718343620594,8.89023194125005e-05,900,87,10454,312686,818,Q92692,Nectin-2,19,45349432,45392485
NECTIN4,Nectin-4,1,161040785,161059389,0.984481369320347,0.914836598005928,0.791114012065563,0.882165696890859,10454,312549,0.960724886742848,0.491496923237733,0.233715315150203,0.0169648496638274,0.000878486725053011,0.00380499474201279,0.0341262223960565,1.72527153423477e-05,930,28,10454,312549,819,Q96NY8,Nectin-4,1,161040785,161059389
NELL1,Protein kinase C-binding protein NELL1,11,20691117,21597227,0.408515312996256,0.471927418688338,0.763159222629988,0.918765297771707,10454,312549,0.313160763559496,0.388854484345303,0.350454983888115,0.136039459507194,0.15348820317536,0.216703454641923,0.0765908999360447,0.0130371591765744,2594,276,10454,312549,820,Q92832,Protein kinase C-binding protein NELL1,11,20691117,21597227
NELL2,Protein kinase C-binding protein NELL2,12,44902058,45315631,0.309112783509621,0.0759648093285401,0.132917945666273,0.0676042591333952,10454,312493,0.30526404736304,100,100,0.25375268410836,100,100,0.0232798054173631,6.97757542799263e-06,724,51,10454,312493,821,Q99435,Protein kinase C-binding protein NELL2,12,44902058,45315631
NFASC,Neurofascin,1,204797779,204991950,0.0858822165768844,0.555618087283795,0.0304426381417846,0.00766372201759386,10454,312284,0.0585472818835722,0.0275338451538297,0.0575502707188013,0.957462161102743,0.876603203871215,0.609738254741755,0.0976748452611717,0.00375480671443078,823,201,10454,312284,822,O94856,Neurofascin,1,204797779,204991950
NFATC1,"Nuclear factor of activated T-cells, cytoplasmic 1",18,77155856,77289325,0.631274542140229,0.385628245847696,0.237326572077494,0.431558153204111,10454,312713,0.204590871325794,0.445484228048502,0.928872145981398,0.372125655756068,0.281775059274892,0.187552823282277,0.0150499061752311,0.000200852982408814,1373,66,10454,312713,823,O95644,"Nuclear factor of activated T-cells, cytoplasmic 1",18,77155856,77289325
NFKBIE,NF-kappa-B inhibitor epsilon,6,44225903,44233500,0.941800617043952,0.281249320669109,0.277288132224815,0.2407129452977,10454,313474,0.249933300431647,0.483762960500306,0.719782531657318,0.0808917044210859,0.216767186066816,0.916570520213036,0.0172880482936386,1.95118980484511e-05,985,50,10454,313474,824,O00221,NF-kappa-B inhibitor epsilon,6,44225903,44233500
NHLRC3,NHL repeat-containing protein 3,13,39612443,39624246,0.888549042419849,0.018324595345853,0.152612111677446,0.189509408736226,10454,318812,0.82007693160426,0.910270294127673,0.711995803615979,0.407636616796897,0.241115704196378,0.141711878675315,0.050836839954269,0.0470687870879621,1016,272,10454,318812,825,Q5JS37,NHL repeat-containing protein 3,13,39612443,39624246
NID1,Nidogen-1,1,236139130,236228462,0.863386050123078,0.213586066175472,0.886529330703282,0.492464269500238,10454,312613,0.585372365759953,0.48255042301524,0.281534194402331,0.818539719500157,0.854259884985463,0.608473279780286,0.0268973352404601,9.51850893850812e-05,1115,207,10454,312613,826,P14543,Nidogen-1,1,236139130,236228462
NID2,Nidogen-2,14,52471521,52535712,0.337989490801666,0.365714290575684,0.646616466551544,0.676211594434655,10454,312640,0.750951630682109,0.915405895736312,0.782732540175092,0.601334579287258,0.489369211056207,0.282236930772985,0.185710911967171,0.00356818538812591,1379,72,10454,312640,827,Q14112,Nidogen-2,14,52471521,52535712
NINJ1,Ninjurin-1,9,95883771,95896570,0.0892166507311544,0.14892526996623,0.880043462701019,0.0219668146958201,10454,313474,0.0342297470699365,0.0489691172622275,0.213123653399484,0.00074903617409581,0.00275664347076508,0.51492216077828,0.0126247628367495,4.71090858690522e-06,1014,58,10454,313474,828,Q92982,Ninjurin-1,9,95883771,95896570
NIT1,Deaminated glutathione amidase,1,161087876,161095235,0.808579451238995,0.388420208807218,0.592101150463535,0.837267121119357,10454,318239,0.575893797411156,0.823386791284469,0.783142172324524,0.254077971496546,0.501665645174563,0.778788100575662,0.0194271388819077,0.00752660985293514,962,87,10454,318239,829,Q86X76,Deaminated glutathione amidase,1,161087876,161095235
NME3,Nucleoside diphosphate kinase 3,16,1820287,1821731,0.462720264611343,0.140313300165482,0.548841219854782,0.718740236358561,10454,312609,0.35165981286978,0.640934842712333,0.88145913989665,0.392263903178933,0.45784869584138,0.362122168931382,0.0429752065892711,0.0921320961444109,1299,538,10454,312609,830,Q13232,Nucleoside diphosphate kinase 3,16,1820287,1821731
NMI,N-myc-interactor,2,152126979,152146571,0.803893271596995,0.556632711392302,0.799401836419683,0.660320772454134,10454,317663,0.381728510013634,100,100,0.785893221994398,100,100,0.0945419353412724,3.26564282612164e-05,918,8,10454,317663,831,Q13287,N-myc-interactor,2,152126979,152146571
NOS1,"Nitric oxide synthase, brain",12,117645947,117889975,0.160490068636267,0.278299662838151,0.974205737087791,0.736517759796544,10454,313518,0.385737062868638,100,100,0.818682090967062,100,100,0.018333826492062,0.000169950700651065,1183,81,10454,313518,832,P29475,"Nitric oxide synthase, brain",12,117645947,117889975
NPC2,NPC intracellular cholesterol transporter 2,14,74942895,74960880,0.0534448905216107,0.885967756811462,0.905013720827381,0.771848750465415,10454,317958,0.329031179453733,0.00494535881146615,0.00187761922963989,0.847181362589442,0.0516029171156769,0.0152166805813402,0.0125365507892594,0.00345008053867327,753,159,10454,317958,833,P61916,NPC intracellular cholesterol transporter 2,14,74942895,74960880
