gene_name,chr.x,TSS.x,TES.x,pg_adsp,pg_ukb_igap,pg_ukb_eadb,pg_ukb_proxy,adsp_size.x,ukb_size.x,gene_ind.x,ensembl,gene_names,pg_X1_adsp,pg_X2_adsp,pnl_X2_adsp,pg_X1_ukb,pg_X2_ukb,pnl_X2_ukb,stage1_r2,stage1_X2_f2,num_snps_original,num_snps_common,adsp_size.y,ukb_size.y,gene_ind.y,chr.y,TSS.y,TES.y
KCNQ2,20,63472676,63472677,0.0349342797679718,0.315918568279881,0.332790429004813,0.75839131344168,10454,367182,433,ENSG00000075043.18,ENSG00000075043.18,0.739104481610912,0.756204062458162,0.503306928417681,0.620978997981277,0.843186857634503,0.755900141258567,0.0511608103088648,0.0056448581457728,2983,1508,10454,367182,432,20,63472676,63472677
KCNRG,13,50018822,50018823,0.596350165870886,0.0100439838818924,0.0926370395247314,0.0150189195109263,10454,367182,5664,ENSG00000198553.8,ENSG00000198553.8,0.773773883479405,100,100,0.751617985909797,100,100,0.0131782718261518,0.000428403297721816,2040,957,10454,367182,5663,13,50018822,50018823
KCNS3,2,17877846,17877847,0.749784253482522,0.971764581746039,0.422484227130567,0.827444896219166,10454,367182,4315,ENSG00000170745.11,ENSG00000170745.11,0.161260379760583,0.205685950010479,0.273225992128277,0.0184421445360822,0.0375627365694698,0.314941803307679,0.0781451073547555,0.00593381658448255,2172,871,10454,367182,4314,2,17877846,17877847
KCNT1,9,135702184,135702185,0.852248405719719,0.960115559201259,0.873209513531429,0.983006827444893,10454,367182,1169,ENSG00000107147.12,ENSG00000107147.12,0.929955267494616,0.446112222307301,0.204975135887437,0.299966275792645,0.113841749204096,0.0704912144512388,0.138637714657554,0.000336772603071289,2619,1354,10454,367182,1168,9,135702184,135702185
KCP,7,128910718,128910719,0.0996284390803573,0.0198709736514919,0.0259151657421179,0.087765669050336,10454,367182,2355,ENSG00000135253.13,ENSG00000135253.13,0.104886504186436,0.259047390349549,0.788466527983728,0.932975613686095,0.937004437230258,0.725737716987575,0.0103784093581488,0.0107965889820189,2068,1140,10454,367182,2354,7,128910718,128910719
KCTD13,16,29926834,29926835,0.228215736352664,0.213660402467767,0.756197164371433,0.392138371108736,10454,367182,4560,ENSG00000174943.9,ENSG00000174943.9,0.132469160280809,100,100,0.0444698565849694,100,100,0.0153704038802126,0.00139843216867801,676,276,10454,367182,4559,16,29926834,29926835
KCTD15,19,33795932,33795933,0.991933467608808,0.299153795967702,0.824428955936511,0.357580475156203,10454,367182,3286,ENSG00000153885.14,ENSG00000153885.14,0.856709364685657,100,100,0.699457825694092,100,100,0.0538987532333348,0.000752981657444732,2176,1087,10454,367182,3285,19,33795932,33795933
KCTD16,5,144170831,144170832,0.040574177381393,0.035282593618444,0.0153455483602094,0.0103807853870102,10454,367182,5065,ENSG00000183775.10,ENSG00000183775.10,0.00405904429266356,100,100,0.0106920423815017,100,100,0.0305828850295591,0.00401126984480867,1859,934,10454,367182,5064,5,144170831,144170832
KCTD18,2,200519783,200519784,0.66718943375162,0.389902910934125,0.661202463145188,0.473307157200069,10454,367182,3357,ENSG00000155729.12,ENSG00000155729.12,0.52337318735016,0.680964714047505,0.547812415342493,0.200328793984299,0.440429341216934,0.995148214384569,0.0119182891395681,0.00783079740902615,1574,825,10454,367182,3356,2,200519783,200519784
KCTD21,11,78188810,78188811,0.714237824093306,0.898793227172529,0.0256999963499863,0.104020556001849,10454,367182,5391,ENSG00000188997.7,ENSG00000188997.7,0.719580062356134,0.83885280431063,0.637111225850628,0.465390965971746,0.103052485668596,0.0451740243036215,0.193345946524278,0.0158688150447171,1855,751,10454,367182,5390,11,78188810,78188811
KCTD21-AS1,11,78139770,78139771,0.839690566658374,0.75545225390707,0.758574447983538,0.361432148890463,10454,367182,7287,ENSG00000246174.7,ENSG00000246174.7,0.513749844560455,100,100,0.133863008216316,100,100,0.501204814784198,0.0365281205355396,1848,780,10454,367182,7286,11,78139770,78139771
KCTD6,3,58492113,58492114,0.102893744467145,0.837488438392203,0.732320576891157,0.634053635583993,10454,367182,4157,ENSG00000168301.12,ENSG00000168301.12,0.650275944365195,100,100,0.317007774771351,100,100,0.0158824635981157,0.0099326093830841,2115,788,10454,367182,4156,3,58492113,58492114
KCTD7,7,66628766,66628767,0.69239522313737,0.710313310017882,0.656137260204442,0.827192939834323,10454,367182,7194,ENSG00000243335.9,ENSG00000243335.9,0.630289740703779,100,100,0.383274099253845,100,100,0.167457174886317,0.0184098515152094,1811,1208,10454,367182,7193,7,66628766,66628767
KDELC2,11,108498431,108498432,0.0838682726788503,0.891691608087267,0.5456529282093,0.950312293884569,10454,367182,4759,ENSG00000178202.12,ENSG00000178202.12,0.150090164077374,100,100,0.27057705064063,100,100,0.0429229199453286,0.00778707094619855,1427,765,10454,367182,4758,11,108498431,108498432
KDELR3,22,38468061,38468062,0.579631844887218,0.748646783742491,0.927914475831814,0.514368092413676,10454,367182,774,ENSG00000100196.10,ENSG00000100196.10,0.592331916748215,100,100,0.474309576177005,100,100,0.0181822736565591,0.00630055177333704,1610,839,10454,367182,773,22,38468061,38468062
KDM2B,12,121580790,121580791,0.127277342204673,0.73483348279411,0.820897587607352,0.55890898361395,10454,367182,619,ENSG00000089094.18,ENSG00000089094.18,0.481636402984088,0.776922040831022,0.921552451417393,0.0773311508176589,0.0320646101262076,0.0524961848397592,0.0257851959724613,0.00213457707698212,1950,831,10454,367182,618,12,121580790,121580791
KDM3B,5,138352595,138352596,0.977573228795013,0.931940552491506,0.732175529031041,0.603238374159553,10454,367182,1759,ENSG00000120733.13,ENSG00000120733.13,0.426234159307826,100,100,0.286468655771713,100,100,0.0294096881782959,0.0125923581238007,1174,678,10454,367182,1758,5,138352595,138352596
KDM4B,19,4969112,4969113,0.909546861504665,0.638888132950606,0.689807862923735,0.714652632711513,10454,367182,2017,ENSG00000127663.14,ENSG00000127663.14,0.797843261890776,0.213399692061481,0.082069823823175,0.881287527025677,0.607304377711047,0.323399772502295,0.0115770668674314,0.00251941764837502,2679,1518,10454,367182,2016,19,4969112,4969113
KDM6B,17,7839903,7839904,0.961286193181729,0.833959455465257,0.820556846637802,0.957732125442747,10454,367182,2220,ENSG00000132510.10,ENSG00000132510.10,0.329967939849528,100,100,0.55956570598401,100,100,0.0177574983588478,0.00300329652900921,1857,730,10454,367182,2219,17,7839903,7839904
KDM7A,7,140177034,140177035,0.899803124591628,0.564098090814566,0.463003816498994,0.955962276249644,10454,367182,47,ENSG00000006459.10,ENSG00000006459.10,0.929452644128325,0.978219821441364,0.849098545489379,0.713424779919038,0.397029896340647,0.190647729466523,0.155838934825521,0.124737162246131,1976,866,10454,367182,46,7,140177034,140177035
KDM8,16,27203494,27203495,0.959234706412298,0.398235654909279,0.520409176899017,0.524316130973693,10454,367182,3356,ENSG00000155666.11,ENSG00000155666.11,0.484417283009461,100,100,0.119694558305153,100,100,0.0852373666234472,0.000816281905076645,2244,1234,10454,367182,3355,16,27203494,27203495
KEL,7,142962680,142962681,0.669903657687652,0.470953191451317,0.369854486790654,0.580577810891374,10454,367182,5615,ENSG00000197993.7,ENSG00000197993.7,0.406572589742762,0.579635037757993,0.526096154345451,0.0679268952674857,0.102505801117134,0.268722706095857,0.0108073400251121,0.00140159530002525,1777,463,10454,367182,5614,7,142962680,142962681
KHDC1,6,73310364,73310365,0.90951640563112,0.411593449696722,0.309028740966599,0.744752696163748,10454,367182,2357,ENSG00000135314.12,ENSG00000135314.12,0.123560653785988,100,100,0.399804370108744,100,100,0.0544487940474901,0.00181763138790821,1919,908,10454,367182,2356,6,73310364,73310365
KHK,2,27086746,27086747,0.204895041198527,0.456815841062154,0.4313824068996,0.634417961881937,10454,367182,2553,ENSG00000138030.12,ENSG00000138030.12,0.823137023035616,100,100,0.930795294384973,100,100,0.0287996080941383,0.0151031214735468,1210,410,10454,367182,2552,2,27086746,27086747
KIAA0040,1,175192998,175192999,0.142077879416249,0.820184096184718,0.0907999094052751,0.559609407706654,10454,367182,6904,ENSG00000235750.9,ENSG00000235750.9,0.740972259569397,0.885297203635274,0.713924501552597,0.00705624357595156,0.020644028405338,0.478591291518943,0.0625666221584273,0.00890098066407141,2082,1030,10454,367182,6903,1,175192998,175192999
KIAA0087,7,26537019,26537020,0.118363165611059,0.196203581153334,0.446812436527343,0.812790906047358,10454,367182,1827,ENSG00000122548.5,ENSG00000122548.5,0.484641161778738,100,100,0.407587061306949,100,100,0.0314491376713695,0.00233997511194008,2003,1027,10454,367182,1826,7,26537019,26537020
KIAA0319L,1,35557412,35557413,0.791088430649742,0.24168688199234,0.313442758850318,0.320930222495555,10454,367182,2781,ENSG00000142687.17,ENSG00000142687.17,0.264241069700744,0.498572862449729,0.70271470229441,0.912002381055156,0.907883492185688,0.670459551397457,0.0118322418814035,0.0541834743958611,531,114,10454,367182,2780,1,35557412,35557413
KIAA0753,17,6640756,6640757,0.433847740596069,0.449797580386977,0.395639841652407,0.588033069590565,10454,367182,5706,ENSG00000198920.9,ENSG00000198920.9,0.538152220237705,100,100,0.302091286097493,100,100,0.0112573846196337,0.000310892884351782,2722,1219,10454,367182,5705,17,6640756,6640757
KIAA0930,22,45240768,45240769,0.584127766256962,0.992733643578821,0.931053529678591,0.781256096806864,10454,367182,804,ENSG00000100364.18,ENSG00000100364.18,0.709144248507665,100,100,0.950914960311724,100,100,0.0329321797388481,0.00817770413488472,3070,1373,10454,367182,803,22,45240768,45240769
KIAA1109,4,122152332,122152333,0.257037532111433,0.420857337501894,0.343395516076199,0.478748681328631,10454,367182,2596,ENSG00000138688.15,ENSG00000138688.15,0.0862474779951632,100,100,0.263580307890536,100,100,0.04927250845068,0.00516566642564848,1691,703,10454,367182,2595,4,122152332,122152333
KIAA1211L,2,98936258,98936259,0.795235502411773,0.489807502790865,0.493506233836862,0.512824870472681,10454,367182,5505,ENSG00000196872.11,ENSG00000196872.11,0.512356365507544,0.787916923541637,0.827486617800959,0.432352447727111,0.73470802996871,0.99336239338218,0.0199486006616532,0.0189248040876687,1282,543,10454,367182,5504,2,98936258,98936259
KIAA1324L,7,87059698,87059699,0.746234824765778,0.850279465739102,0.518539533974541,0.525549020124551,10454,367182,3878,ENSG00000164659.14,ENSG00000164659.14,0.525549757447784,100,100,0.220760482432548,100,100,0.0187754326897172,0.00105073334839462,1617,680,10454,367182,3877,7,87059698,87059699
KIAA1328,18,36829239,36829240,0.56746565490215,0.92839356966366,0.791139285938689,0.467792322699183,10454,367182,3138,ENSG00000150477.14,ENSG00000150477.14,0.627976366523497,100,100,0.653084739098601,100,100,0.089262259323501,0.00202626179370678,1722,812,10454,367182,3137,18,36829239,36829240
KIAA1456,8,12945641,12945642,0.671836882520163,0.323071406794088,0.247574174072176,0.553472488578671,10454,367182,7432,ENSG00000250305.8,ENSG00000250305.8,0.580559453544531,100,100,0.965907123755757,100,100,0.0112412818140131,5.18469585410327e-05,3222,1307,10454,367182,7431,8,12945641,12945642
KIAA1462,10,30115493,30115494,0.874024510474491,0.1028011433771,0.116118069719525,0.109399829723359,10454,367182,3954,ENSG00000165757.8,ENSG00000165757.8,0.0733324767736905,100,100,0.570590396777697,100,100,0.0216825262698158,7.62412065637516e-07,2652,1278,10454,367182,3953,10,30115493,30115494
KIAA1524,3,108589643,108589644,0.258662457086516,0.122378371773738,0.0496876288363412,0.0972172783302693,10454,367182,3731,ENSG00000163507.13,ENSG00000163507.13,0.362807817903123,100,100,0.328995237833969,100,100,0.033662471098848,4.88217045989214e-05,2193,1215,10454,367182,3730,3,108589643,108589644
KIAA1549L,11,33542071,33542072,0.997544819179323,0.503654679664005,0.87325335225136,0.23960496750866,10454,367182,1302,ENSG00000110427.14,ENSG00000110427.14,0.944081306895184,100,100,0.159117693175543,100,100,0.0120580023144484,0.00416023519484739,1735,937,10454,367182,1301,11,33542071,33542072
KIAA1551,12,31959369,31959370,0.016850673538026,0.49701591140395,0.138276386321792,0.640242697316998,10454,367182,4551,ENSG00000174718.11,ENSG00000174718.11,0.0570864687749909,0.125103698409957,0.463553015632458,0.022683094087863,0.0277564682176619,0.159816161753945,0.078071132684806,0.00923661703918248,3254,1721,10454,367182,4550,12,31959369,31959370
KIAA1614,1,180913153,180913154,0.806722484611987,0.586533992082003,0.0237850896813321,0.283584414013237,10454,367182,2402,ENSG00000135835.11,ENSG00000135835.11,0.0280267343394927,100,100,0.0358286534768597,100,100,0.0133050866961655,0.00866836021785555,1969,1155,10454,367182,2401,1,180913153,180913154
KIAA1644,22,44312850,44312851,0.606410003037255,0.865016504160162,0.204684935253664,0.526600130062288,10454,367182,2615,ENSG00000138944.7,ENSG00000138944.7,0.610931456097257,100,100,0.174139425399834,100,100,0.0206135579441025,0.000692204110931668,3370,1667,10454,367182,2614,22,44312850,44312851
KIAA1683,19,18274508,18274509,0.260110455403935,0.389706382268396,0.435348010761395,0.0381552931866804,10454,367182,2122,ENSG00000130518.16,ENSG00000130518.16,0.0825659486505587,100,100,0.0645956102709723,100,100,0.215723769432645,0.0106481953131229,2202,1133,10454,367182,2121,19,18274508,18274509
KIF12,9,114099290,114099291,0.84068792284608,0.761747480253689,0.121756250036967,0.976954275699352,10454,367182,2478,ENSG00000136883.13,ENSG00000136883.13,0.512712069388826,0.773509641224549,0.770471815079568,0.00646537267058434,0.0204926912157595,0.548735026328829,0.10517262866264,0.0379530452457292,2260,1244,10454,367182,2477,9,114099290,114099291
KIF16B,20,16573433,16573434,0.8669393810261,0.849094773585382,0.723346764502257,0.908741272161236,10454,367182,624,ENSG00000089177.18,ENSG00000089177.18,0.922376116849334,100,100,0.0156819701863201,100,100,0.0521931034648681,0.000112249235690443,2859,1675,10454,367182,623,20,16573433,16573434
KIF17,1,20718016,20718017,0.193656264526193,0.971162245782894,0.947319148196495,0.828190320557986,10454,367182,1622,ENSG00000117245.12,ENSG00000117245.12,0.675652565567028,0.545829753292296,0.308801662901938,0.00830016838336874,0.0235490613260178,0.466686416269726,0.149501642552674,0.000550347886773238,1885,1128,10454,367182,1621,1,20718016,20718017
KIF1B,1,10210804,10210805,0.552286693036628,0.613081275833222,0.974827239083046,0.672387439435348,10454,367182,263,ENSG00000054523.17,ENSG00000054523.17,0.831355504663584,0.809932921853944,0.539623260747089,0.673765178343556,0.137013751006575,0.0513103568292071,0.0453149360003319,0.00131384826093442,1216,526,10454,367182,262,1,10210804,10210805
KIF20A,5,138178997,138178998,0.237183573763758,0.410842849874261,0.781131789679684,0.0509147141116874,10454,367182,1420,ENSG00000112984.11,ENSG00000112984.11,0.547740290329613,100,100,0.519002225253255,100,100,0.0105732344022512,0.013915867317705,1093,615,10454,367182,1419,5,138178997,138178998
KIF25,6,167999091,167999092,0.471645949333384,0.980921947549348,0.908162307626339,0.117356567089376,10454,367182,1919,ENSG00000125337.16,ENSG00000125337.16,0.68607785385261,0.0966079923315023,0.033685118979991,0.814973913138438,0.83113619795037,0.574530823318211,0.334213582694864,0.00888757998104735,2990,1491,10454,367182,1918,6,167999091,167999092
KIF25-AS1,6,167997076,167997077,0.858902022938035,0.341190612170606,0.260525348036513,0.320825868707509,10454,367182,6550,ENSG00000229921.6,ENSG00000229921.6,0.17589244650272,100,100,0.487317723591776,100,100,0.41366210862346,0.00185815824426359,2996,1495,10454,367182,6549,6,167997076,167997077
KIF9-AS1,3,47164496,47164497,0.431079799348918,0.413394860671036,0.415391877261688,0.425610120732252,10454,367182,6421,ENSG00000227398.3,ENSG00000227398.3,0.414775001756444,100,100,0.0128142478704725,100,100,0.0106764164396781,0.0190315524224793,959,369,10454,367182,6420,3,47164496,47164497
KIN,10,7787980,7787981,0.956794439198497,0.152374235141666,0.132807884871362,0.0297056687569403,10454,367182,3185,ENSG00000151657.11,ENSG00000151657.11,0.062668429378067,0.161970295554912,0.675248996555126,0.623834830755055,0.657404827551859,0.439190811409173,0.0396651159930636,0.00321715258478615,2695,1480,10454,367182,3184,10,7787980,7787981
KIRREL3,11,127001164,127001165,0.000284100563344381,0.0885499831557921,0.0130818974754821,0.0549205828693174,10454,367182,3110,ENSG00000149571.11,ENSG00000149571.11,0.0297661420486762,100,100,0.0113291543852403,100,100,0.0488654244707099,0.000583268711476379,2501,1387,10454,367182,3109,11,127001164,127001165
KIRREL3-AS2,11,126940745,126940746,0.77818901223355,0.75578573730319,0.306981586625462,0.736097068554149,10454,367182,7618,ENSG00000254960.2,ENSG00000254960.2,0.201257178991125,100,100,0.637853861662679,100,100,0.032647036059032,0.00261456319384679,2511,1395,10454,367182,7617,11,126940745,126940746
KLB,4,39406852,39406853,0.122578158519501,0.00917930127072847,0.00666600303781584,0.0442095193368535,10454,367182,2339,ENSG00000134962.6,ENSG00000134962.6,0.265781519181152,100,100,0.174285028229057,100,100,0.114839705132037,0.000928251025607342,2184,1086,10454,367182,2338,4,39406852,39406853
KLC4,6,43040776,43040777,0.787513785939057,0.435515417976354,0.284664889945962,0.376632115038872,10454,367182,2501,ENSG00000137171.14,ENSG00000137171.14,0.121378203503173,100,100,0.0272496617815957,100,100,0.0114482794481549,0.000402330688361377,1399,669,10454,367182,2500,6,43040776,43040777
KLF13,15,31326854,31326855,0.434488887426818,0.45143343910958,0.179156681796369,0.612498334842058,10454,367182,4264,ENSG00000169926.10,ENSG00000169926.10,0.708838853512806,0.620988333877603,0.367112759141164,0.889506572908946,0.90936993185095,0.679485795868527,0.0328412315550574,0.00496502832910379,2088,959,10454,367182,4263,15,31326854,31326855
KLF3-AS1,4,38664882,38664883,0.110552486392792,0.779040276459511,0.543987756082717,0.60614390685467,10454,367182,6625,ENSG00000231160.9,ENSG00000231160.9,0.900127477177955,100,100,0.391340210979132,100,100,0.33068431227902,1.35024573994135e-05,2836,1413,10454,367182,6624,4,38664882,38664883
